Time,Toyota - Team everyone 30 TVC,Toyota - Team everyone 30 TVC,Toyota - Team everyone 30 TVC,Toyota - Team everyone 30 TVC,Toyota - Team everyone 30 TVC,Toyota - Team everyone 30 TVC,Toyota - Team everyone 30 TVC,Toyota - Team everyone 30 TVC,Toyota - Team everyone 30 TVC,Toyota - Team everyone 30 TVC,Toyota - Team everyone 30 TVC,Toyota - Team everyone 30 TVC
21.3,-0.0683,0.5263,0.4433,0.63,0.6054,0.6177,0.4953,0.5735,0.5344,0.4022,0.4554,0.4288
21.4,-0.0898,0.5191,0.4267,0.6243,0.6054,0.6149,0.4972,0.5635,0.5303,0.3765,0.4462,0.4113
21.5,-0.1103,0.5125,0.408,0.6169,0.6023,0.6096,0.4958,0.552,0.5239,0.347,0.4341,0.3905
21.6,-0.1299,0.5059,0.3876,0.6069,0.5958,0.6014,0.4906,0.5384,0.5145,0.3143,0.4191,0.3667
21.7,-0.1475,0.4988,0.3654,0.5937,0.5854,0.5895,0.4811,0.522,0.5016,0.2789,0.4011,0.34
21.8,-0.1618,0.4902,0.3418,0.5766,0.5706,0.5736,0.467,0.5021,0.4846,0.2414,0.3802,0.3108
21.9,-0.1713,0.4804,0.3167,0.5558,0.5512,0.5535,0.4483,0.4787,0.4635,0.2031,0.3565,0.2798
22,-0.1752,0.4696,0.2908,0.5324,0.5271,0.5298,0.4258,0.4517,0.4388,0.1648,0.3304,0.2476
22.1,-0.1735,0.4585,0.2642,0.5078,0.4984,0.5031,0.4006,0.4216,0.4111,0.1273,0.302,0.2147
22.2,-0.1667,0.4474,0.237,0.4833,0.4653,0.4743,0.3743,0.3885,0.3814,0.0913,0.2719,0.1816
22.3,-0.1554,0.4362,0.2097,0.4598,0.4289,0.4444,0.3488,0.3533,0.3511,0.0572,0.2402,0.1487
22.4,-0.1408,0.4251,0.1834,0.4383,0.3912,0.4148,0.3261,0.3172,0.3217,0.0256,0.2069,0.1163
22.5,-0.1237,0.4147,0.1596,0.4196,0.3545,0.387,0.3073,0.2816,0.2945,-0.0031,0.1722,0.0845
22.6,-0.1046,0.4055,0.1395,0.4041,0.3205,0.3623,0.2929,0.2477,0.2703,-0.0294,0.1363,0.0534
22.7,-0.0837,0.3976,0.124,0.392,0.2909,0.3415,0.2825,0.2162,0.2493,-0.0534,0.1002,0.0234
22.8,-0.061,0.3908,0.1131,0.3829,0.2669,0.3249,0.276,0.1874,0.2317,-0.0749,0.0655,-0.0047
22.9,-0.0366,0.3844,0.1069,0.3759,0.2492,0.3125,0.2733,0.1622,0.2177,-0.0934,0.0343,-0.0295
23,-0.0113,0.3778,0.1054,0.3699,0.2384,0.3041,0.2742,0.1412,0.2077,-0.1078,0.0086,-0.0496
23.1,0.0135,0.3708,0.1086,0.364,0.2345,0.2993,0.2784,0.1249,0.2017,-0.1175,-0.0106,-0.064
23.2,0.0369,0.3634,0.1169,0.3578,0.2372,0.2975,0.2851,0.1132,0.1992,-0.1223,-0.0225,-0.0724
23.3,0.0592,0.3562,0.1303,0.3515,0.2457,0.2986,0.2937,0.106,0.1998,-0.1225,-0.0265,-0.0745
23.4,0.081,0.3498,0.1484,0.3456,0.2587,0.3021,0.3036,0.1031,0.2034,-0.1177,-0.0217,-0.0697
23.5,0.1022,0.3447,0.1708,0.3409,0.2749,0.3079,0.3143,0.1049,0.2096,-0.1077,-0.0079,-0.0578
23.6,0.1221,0.3411,0.1963,0.3377,0.2934,0.3155,0.3251,0.1112,0.2181,-0.0923,0.0139,-0.0392
23.7,0.1402,0.3392,0.2242,0.3367,0.3132,0.3249,0.3353,0.1222,0.2287,-0.0722,0.0422,-0.015
23.8,0.1567,0.3394,0.2539,0.3382,0.3337,0.336,0.3448,0.1378,0.2413,-0.0481,0.0753,0.0136
23.9,0.1723,0.3422,0.2849,0.343,0.3543,0.3487,0.3537,0.1579,0.2558,-0.0202,0.112,0.0459
24,0.1879,0.3484,0.3164,0.3512,0.3745,0.3628,0.3617,0.1823,0.272,0.0112,0.1511,0.0812
24.1,0.2034,0.358,0.3475,0.3621,0.3938,0.3779,0.3683,0.2102,0.2892,0.0449,0.191,0.1179
24.2,0.2178,0.3708,0.3774,0.3747,0.412,0.3933,0.3728,0.241,0.3069,0.0786,0.2294,0.154
24.3,0.2299,0.3863,0.4053,0.3882,0.429,0.4086,0.3752,0.2743,0.3248,0.1103,0.2643,0.1873
24.4,0.2389,0.4041,0.4306,0.4028,0.445,0.4239,0.3759,0.3096,0.3428,0.1381,0.2934,0.2158
24.5,0.2445,0.4237,0.4527,0.4185,0.46,0.4392,0.3751,0.3461,0.3606,0.1612,0.3153,0.2383
24.6,0.2459,0.4442,0.4713,0.4349,0.4741,0.4545,0.3724,0.3829,0.3776,0.1789,0.3299,0.2544
24.7,0.2418,0.4646,0.4866,0.4509,0.4875,0.4692,0.3668,0.4185,0.3927,0.191,0.3378,0.2644
24.8,0.2317,0.4838,0.4986,0.4652,0.5002,0.4827,0.3579,0.4517,0.4048,0.1969,0.3395,0.2682
24.9,0.216,0.5011,0.5075,0.4767,0.5122,0.4945,0.3457,0.481,0.4133,0.1964,0.3357,0.2661
25,0.1956,0.5162,0.5136,0.485,0.5234,0.5042,0.3305,0.5053,0.4179,0.1895,0.3266,0.2581
25.1,0.1717,0.5289,0.5169,0.4902,0.5336,0.5119,0.3132,0.5238,0.4185,0.1768,0.3123,0.2446
25.2,0.1457,0.5393,0.5177,0.4927,0.5426,0.5177,0.2944,0.5364,0.4154,0.1592,0.2934,0.2263
25.3,0.1188,0.548,0.516,0.4936,0.5507,0.5222,0.2751,0.5433,0.4092,0.1378,0.2701,0.204
25.4,0.0921,0.5556,0.5113,0.4936,0.5585,0.5261,0.2567,0.5453,0.401,0.1139,0.2428,0.1784
25.5,0.0654,0.5624,0.5031,0.4931,0.5666,0.5299,0.24,0.5426,0.3913,0.0879,0.2121,0.15
25.6,0.0382,0.5681,0.4916,0.492,0.5753,0.5337,0.2259,0.5357,0.3808,0.0606,0.1786,0.1196
25.7,0.0106,0.573,0.4773,0.4906,0.5848,0.5377,0.2146,0.5255,0.37,0.0336,0.1439,0.0887
25.8,-0.0168,0.577,0.4613,0.4892,0.595,0.5421,0.2065,0.5131,0.3598,0.0087,0.1098,0.0592
25.9,-0.0427,0.5804,0.4441,0.488,0.6051,0.5466,0.202,0.4999,0.3509,-0.0124,0.0788,0.0332
26,-0.0659,0.5827,0.4258,0.4872,0.614,0.5506,0.2011,0.4863,0.3437,-0.0285,0.0534,0.0125
26.1,-0.086,0.5836,0.4062,0.4863,0.6206,0.5535,0.2039,0.473,0.3384,-0.0384,0.0352,-0.0016
26.2,-0.1034,0.5829,0.3855,0.4853,0.6242,0.5547,0.2104,0.4604,0.3354,-0.0418,0.0249,-0.0085
26.3,-0.119,0.5806,0.3652,0.4844,0.625,0.5547,0.221,0.4502,0.3356,-0.0385,0.0219,-0.0083
26.4,-0.133,0.5775,0.3474,0.4842,0.6238,0.554,0.2364,0.444,0.3402,-0.0286,0.025,-0.0018
26.5,-0.1457,0.5745,0.3341,0.4853,0.6211,0.5532,0.2571,0.443,0.35,-0.0124,0.0335,0.0106
26.6,-0.157,0.5721,0.3262,0.4882,0.6173,0.5527,0.283,0.4479,0.3654,0.0094,0.0469,0.0281
26.7,-0.1672,0.5709,0.3242,0.4931,0.6132,0.5531,0.3135,0.4586,0.3861,0.0359,0.0643,0.0501
26.8,-0.1767,0.5708,0.3283,0.5001,0.6096,0.5548,0.3481,0.4752,0.4116,0.0661,0.0845,0.0753
26.9,-0.1857,0.5713,0.3387,0.5093,0.6072,0.5582,0.386,0.4974,0.4417,0.0991,0.106,0.1026
27,-0.1937,0.5725,0.3549,0.5209,0.6066,0.5637,0.4264,0.5243,0.4753,0.1339,0.1275,0.1307
27.1,-0.2002,0.5746,0.3765,0.5349,0.6081,0.5715,0.4683,0.5546,0.5115,0.1692,0.1484,0.1588
27.2,-0.2052,0.5781,0.4031,0.5512,0.6118,0.5815,0.5106,0.5877,0.5492,0.2043,0.1688,0.1865
27.3,-0.2089,0.5833,0.4342,0.5693,0.6175,0.5934,0.5521,0.6225,0.5873,0.2385,0.1889,0.2137
27.4,-0.2122,0.5903,0.4694,0.5886,0.6252,0.6069,0.5914,0.6579,0.6246,0.271,0.2087,0.2399
27.5,-0.2154,0.5988,0.5073,0.6088,0.6349,0.6218,0.6272,0.6921,0.6597,0.3018,0.2283,0.2651
27.6,-0.2176,0.6093,0.5469,0.63,0.6465,0.6382,0.6593,0.7243,0.6918,0.3308,0.2476,0.2892
27.7,-0.2168,0.622,0.5869,0.6523,0.66,0.6561,0.688,0.7542,0.7211,0.3579,0.267,0.3125
27.8,-0.2112,0.6368,0.627,0.6755,0.6749,0.6752,0.7136,0.7814,0.7475,0.3834,0.287,0.3352
27.9,-0.2002,0.6526,0.6669,0.6989,0.6902,0.6946,0.7361,0.8052,0.7707,0.4072,0.3086,0.3579
28,-0.1844,0.6687,0.7062,0.7218,0.7051,0.7134,0.7554,0.8248,0.7901,0.4287,0.3325,0.3806
28.1,-0.1639,0.6851,0.7436,0.7441,0.7187,0.7314,0.7717,0.8402,0.806,0.4476,0.3591,0.4033
28.2,-0.138,0.7024,0.7776,0.7668,0.7304,0.7486,0.7853,0.8519,0.8186,0.4639,0.3883,0.4261
28.3,-0.1064,0.721,0.8069,0.7906,0.7396,0.7651,0.7966,0.8608,0.8287,0.4781,0.4194,0.4487
28.4,-0.0695,0.7407,0.8307,0.8156,0.7458,0.7807,0.8054,0.8673,0.8364,0.4909,0.4515,0.4712
28.5,-0.0288,0.7608,0.8484,0.8416,0.7488,0.7952,0.8117,0.8717,0.8417,0.5027,0.4842,0.4935
28.6,0.0136,0.7809,0.8598,0.8685,0.7497,0.8091,0.8156,0.8744,0.845,0.5136,0.5169,0.5152
28.7,0.0562,0.8006,0.8652,0.8957,0.7494,0.8226,0.8177,0.8757,0.8467,0.5237,0.5488,0.5362
28.8,0.0973,0.8188,0.8651,0.9226,0.748,0.8353,0.8184,0.8759,0.8471,0.5338,0.5791,0.5565
28.9,0.1354,0.8338,0.86,0.9481,0.7449,0.8465,0.8174,0.8744,0.8459,0.5445,0.607,0.5758
29,0.1693,0.8441,0.8506,0.9716,0.7393,0.8554,0.815,0.8707,0.8429,0.5564,0.6323,0.5943
29.1,0.1993,0.8486,0.8377,0.9927,0.731,0.8618,0.8124,0.8654,0.8389,0.5702,0.6551,0.6127
29.2,0.2266,0.8473,0.8226,1.0108,0.7207,0.8658,0.8107,0.8597,0.8352,0.586,0.6759,0.6309
29.3,0.2521,0.8408,0.8064,1.0253,0.7095,0.8674,0.8109,0.8549,0.8329,0.6034,0.694,0.6487
29.4,0.2764,0.8297,0.7904,1.0358,0.6979,0.8669,0.8133,0.8516,0.8325,0.6225,0.7088,0.6657
29.5,0.2998,0.8143,0.7753,1.0421,0.6863,0.8642,0.818,0.8495,0.8338,0.6431,0.7192,0.6812
29.6,0.3224,0.7942,0.762,1.0436,0.6751,0.8593,0.8252,0.8479,0.8365,0.6648,0.7245,0.6947
29.7,0.3442,0.7691,0.7511,1.0383,0.6642,0.8512,0.8356,0.847,0.8413,0.6871,0.7251,0.7061
29.8,0.3648,0.7385,0.7432,1.0234,0.6531,0.8382,0.8502,0.8472,0.8487,0.7096,0.7215,0.7155
29.9,0.3846,0.7023,0.7373,0.9958,0.6409,0.8184,0.869,0.8489,0.8589,0.731,0.7144,0.7227
