Time,Spiderman Far From Home Movie Trailer 30 TVC,Spiderman Far From Home Movie Trailer 30 TVC,Spiderman Far From Home Movie Trailer 30 TVC,Spiderman Far From Home Movie Trailer 30 TVC,Spiderman Far From Home Movie Trailer 30 TVC,Spiderman Far From Home Movie Trailer 30 TVC,Spiderman Far From Home Movie Trailer 30 TVC,Spiderman Far From Home Movie Trailer 30 TVC,Spiderman Far From Home Movie Trailer 30 TVC,Spiderman Far From Home Movie Trailer 30 TVC,Spiderman Far From Home Movie Trailer 30 TVC,Spiderman Far From Home Movie Trailer 30 TVC
21.2,-0.1113,0.4593,0.5067,0.3937,0.5507,0.4722,0.5207,0.541,0.5308,0.6456,0.6416,0.6436
21.3,-0.1128,0.4604,0.5075,0.396,0.5554,0.4757,0.5266,0.5405,0.5336,0.6426,0.6268,0.6347
21.4,-0.1098,0.462,0.5083,0.402,0.5584,0.4802,0.5334,0.5395,0.5364,0.6362,0.6101,0.6231
21.5,-0.1021,0.4635,0.5084,0.4109,0.5592,0.4851,0.5409,0.5379,0.5394,0.6267,0.5917,0.6092
21.6,-0.0902,0.4642,0.5075,0.4218,0.5575,0.4897,0.5486,0.5358,0.5422,0.6144,0.5722,0.5933
21.7,-0.0751,0.4636,0.5051,0.4335,0.5533,0.4934,0.556,0.5335,0.5447,0.5996,0.5519,0.5757
21.8,-0.0575,0.4619,0.5009,0.4453,0.5472,0.4962,0.5628,0.5313,0.547,0.5826,0.5312,0.5569
21.9,-0.0375,0.4595,0.4948,0.4571,0.5399,0.4985,0.5689,0.529,0.5489,0.5639,0.5105,0.5372
22,-0.0156,0.4567,0.4868,0.4685,0.5323,0.5004,0.5736,0.5265,0.5501,0.544,0.4901,0.517
22.1,0.0081,0.4539,0.4766,0.4792,0.5246,0.5019,0.5765,0.5238,0.5501,0.5232,0.4703,0.4967
22.2,0.0336,0.4517,0.4643,0.4885,0.5171,0.5028,0.5769,0.5209,0.5489,0.502,0.4512,0.4766
22.3,0.0611,0.4503,0.4498,0.4963,0.5101,0.5032,0.5751,0.5183,0.5467,0.4805,0.4331,0.4568
22.4,0.0898,0.4504,0.4336,0.5028,0.5041,0.5035,0.5715,0.5164,0.5439,0.4592,0.4161,0.4376
22.5,0.1187,0.4524,0.4167,0.5081,0.5002,0.5042,0.5665,0.5156,0.5411,0.4387,0.4004,0.4196
22.6,0.1465,0.4565,0.3998,0.5123,0.499,0.5056,0.5603,0.5164,0.5384,0.42,0.3864,0.4032
22.7,0.1726,0.4625,0.3839,0.5152,0.5008,0.508,0.5533,0.5189,0.5361,0.4039,0.3747,0.3893
22.8,0.1971,0.47,0.3697,0.5169,0.5056,0.5113,0.5461,0.5232,0.5346,0.3911,0.3655,0.3783
22.9,0.2203,0.4789,0.3578,0.518,0.5133,0.5157,0.5394,0.529,0.5342,0.382,0.3592,0.3706
23,0.2426,0.4891,0.3488,0.5192,0.5233,0.5213,0.534,0.5358,0.5349,0.3772,0.356,0.3666
23.1,0.2639,0.5007,0.3433,0.5209,0.5355,0.5282,0.5302,0.5431,0.5367,0.3771,0.3561,0.3666
23.2,0.2835,0.5136,0.3415,0.5234,0.55,0.5367,0.5282,0.5506,0.5394,0.3819,0.3594,0.3706
23.3,0.3007,0.5278,0.3434,0.5268,0.5669,0.5469,0.5281,0.5585,0.5433,0.3915,0.3656,0.3786
23.4,0.315,0.543,0.3489,0.5316,0.5867,0.5592,0.53,0.5669,0.5484,0.4054,0.3743,0.3899
23.5,0.3262,0.5584,0.3578,0.538,0.6091,0.5735,0.5337,0.5758,0.5547,0.4232,0.3851,0.4041
23.6,0.3343,0.5737,0.3699,0.5457,0.6336,0.5897,0.5391,0.5848,0.562,0.4443,0.3979,0.4211
23.7,0.3395,0.5883,0.385,0.5545,0.6595,0.607,0.5461,0.5936,0.5699,0.4686,0.413,0.4408
23.8,0.3415,0.6021,0.4032,0.564,0.6855,0.6248,0.5543,0.6024,0.5784,0.4959,0.4307,0.4633
23.9,0.3403,0.6148,0.4245,0.5738,0.7104,0.6421,0.5638,0.6113,0.5875,0.5258,0.4511,0.4884
24,0.3361,0.6257,0.4484,0.5837,0.7334,0.6585,0.5744,0.6205,0.5974,0.5574,0.474,0.5157
24.1,0.3291,0.6343,0.4748,0.5935,0.7538,0.6737,0.5863,0.63,0.6082,0.5903,0.4992,0.5447
24.2,0.3198,0.6403,0.5034,0.6032,0.7714,0.6873,0.5997,0.64,0.6198,0.6239,0.5264,0.5751
24.3,0.3089,0.6437,0.5339,0.6125,0.7855,0.699,0.6142,0.6508,0.6325,0.6579,0.5552,0.6066
24.4,0.2968,0.6441,0.5654,0.6205,0.7951,0.7078,0.6293,0.6623,0.6458,0.6918,0.5849,0.6384
24.5,0.2835,0.6407,0.5962,0.6255,0.7991,0.7123,0.6444,0.6743,0.6593,0.7245,0.6146,0.6695
24.6,0.2693,0.6328,0.6248,0.626,0.797,0.7115,0.6584,0.6859,0.6722,0.7545,0.6432,0.6988
24.7,0.2544,0.6198,0.6498,0.6209,0.7884,0.7047,0.6709,0.6961,0.6835,0.7807,0.6699,0.7253
24.8,0.2396,0.6024,0.6703,0.6104,0.7734,0.6919,0.6812,0.7043,0.6928,0.8025,0.6938,0.7481
24.9,0.2257,0.5818,0.6856,0.5954,0.7521,0.6738,0.689,0.71,0.6995,0.8192,0.7142,0.7667
25,0.2134,0.5593,0.6951,0.5774,0.7253,0.6513,0.6937,0.7127,0.7032,0.8307,0.7304,0.7806
25.1,0.2031,0.536,0.6988,0.5575,0.6943,0.6259,0.6953,0.7119,0.7036,0.8367,0.7419,0.7893
25.2,0.1945,0.5126,0.6971,0.5366,0.6608,0.5987,0.6942,0.7077,0.7009,0.8372,0.7486,0.7929
25.3,0.1873,0.4901,0.691,0.5157,0.6267,0.5712,0.6914,0.7005,0.696,0.8329,0.751,0.7919
25.4,0.1813,0.4692,0.6819,0.4959,0.5934,0.5446,0.6878,0.6917,0.6898,0.8248,0.7495,0.7872
25.5,0.1762,0.4508,0.6709,0.4781,0.5622,0.5202,0.6843,0.6826,0.6835,0.8138,0.7451,0.7794
25.6,0.1716,0.4358,0.6591,0.4632,0.5346,0.4989,0.6817,0.6744,0.678,0.8006,0.7385,0.7696
25.7,0.166,0.4247,0.6476,0.4518,0.5119,0.4818,0.6807,0.6674,0.6741,0.786,0.7306,0.7583
25.8,0.1577,0.4179,0.6373,0.4439,0.4951,0.4695,0.6814,0.6619,0.6717,0.7708,0.7219,0.7463
25.9,0.1458,0.4153,0.6284,0.4393,0.4844,0.4618,0.683,0.6575,0.6703,0.7552,0.7126,0.7339
26,0.1305,0.4162,0.6201,0.4372,0.4794,0.4583,0.6843,0.6536,0.669,0.7387,0.7021,0.7204
26.1,0.1126,0.4199,0.6115,0.4372,0.4793,0.4583,0.6844,0.6496,0.667,0.7205,0.6897,0.7051
26.2,0.093,0.426,0.6022,0.4394,0.4834,0.4614,0.6829,0.6453,0.6641,0.6997,0.6749,0.6873
26.3,0.0722,0.4347,0.5922,0.4439,0.4913,0.4676,0.68,0.641,0.6605,0.6759,0.6581,0.667
26.4,0.05,0.4459,0.582,0.4504,0.5023,0.4764,0.676,0.6372,0.6566,0.6493,0.6397,0.6445
26.5,0.0266,0.4594,0.5714,0.4584,0.5159,0.4872,0.671,0.6343,0.6526,0.6201,0.6202,0.6202
26.6,0.0024,0.4744,0.56,0.4669,0.5312,0.499,0.6649,0.6324,0.6487,0.5889,0.5996,0.5942
26.7,-0.0212,0.49,0.5476,0.4752,0.5472,0.5112,0.658,0.6311,0.6445,0.5559,0.5779,0.5669
26.8,-0.0428,0.5054,0.5342,0.483,0.563,0.523,0.6504,0.6302,0.6403,0.522,0.5553,0.5387
26.9,-0.0608,0.5202,0.5209,0.4899,0.5777,0.5338,0.6423,0.6294,0.6359,0.4889,0.5326,0.5108
27,-0.0747,0.5343,0.5085,0.4954,0.5904,0.5429,0.6339,0.6287,0.6313,0.4585,0.5106,0.4845
27.1,-0.0848,0.5478,0.4978,0.4993,0.6004,0.5498,0.6253,0.6279,0.6266,0.4322,0.4903,0.4613
27.2,-0.0922,0.5611,0.4891,0.5014,0.6079,0.5547,0.617,0.6271,0.6221,0.4111,0.4724,0.4418
27.3,-0.0979,0.5744,0.4827,0.5017,0.6134,0.5575,0.6093,0.6262,0.6177,0.3951,0.4572,0.4262
27.4,-0.1028,0.5875,0.4786,0.4999,0.6171,0.5585,0.6024,0.6244,0.6134,0.3841,0.4445,0.4143
27.5,-0.1076,0.6,0.4761,0.4962,0.6195,0.5578,0.5961,0.6212,0.6087,0.3775,0.4344,0.4059
27.6,-0.1132,0.6113,0.4748,0.491,0.6205,0.5557,0.5902,0.616,0.6031,0.3745,0.4263,0.4004
27.7,-0.1203,0.6209,0.4739,0.4848,0.6203,0.5525,0.5843,0.609,0.5967,0.3742,0.42,0.3971
27.8,-0.1302,0.6288,0.4732,0.4779,0.6188,0.5484,0.5786,0.6005,0.5895,0.3757,0.415,0.3953
27.9,-0.1437,0.6356,0.4727,0.4705,0.6165,0.5435,0.5732,0.5907,0.582,0.378,0.4109,0.3945
28,-0.161,0.6421,0.4724,0.463,0.6136,0.5383,0.5685,0.5798,0.5742,0.3807,0.4077,0.3942
28.1,-0.1821,0.6488,0.4723,0.4562,0.6103,0.5333,0.5643,0.5676,0.566,0.3832,0.405,0.3941
28.2,-0.2062,0.6555,0.4722,0.4512,0.6069,0.529,0.5604,0.5544,0.5574,0.3854,0.4024,0.3939
28.3,-0.2322,0.6615,0.4722,0.4479,0.6035,0.5257,0.557,0.541,0.549,0.387,0.4001,0.3935
28.4,-0.2591,0.6662,0.4724,0.4458,0.6003,0.523,0.5544,0.5284,0.5414,0.3881,0.398,0.393
28.5,-0.2871,0.6689,0.4734,0.444,0.5975,0.5208,0.5531,0.5178,0.5354,0.389,0.3963,0.3927
28.6,-0.316,0.6697,0.4756,0.4425,0.5957,0.5191,0.5531,0.5098,0.5315,0.3897,0.3952,0.3925
28.7,-0.3444,0.6689,0.4787,0.4414,0.5947,0.5181,0.5539,0.5048,0.5294,0.3902,0.3948,0.3925
28.8,-0.3701,0.6669,0.4825,0.4411,0.5941,0.5176,0.5546,0.5025,0.5285,0.3903,0.3949,0.3926
28.9,-0.3906,0.6639,0.4865,0.4416,0.5933,0.5175,0.5545,0.5026,0.5285,0.39,0.3955,0.3928
29,-0.4045,0.6598,0.4908,0.4426,0.592,0.5173,0.5534,0.5048,0.5291,0.3895,0.3966,0.3931
29.1,-0.4116,0.6549,0.4953,0.4437,0.5901,0.5169,0.5513,0.5088,0.5301,0.3889,0.3981,0.3935
29.2,-0.412,0.6492,0.4994,0.4443,0.588,0.5162,0.5481,0.5148,0.5314,0.3881,0.3996,0.3939
29.3,-0.4049,0.6428,0.5029,0.444,0.5862,0.5151,0.5436,0.5228,0.5332,0.3875,0.4014,0.3945
29.4,-0.3894,0.6355,0.5056,0.4425,0.5846,0.5135,0.5385,0.5335,0.536,0.3877,0.4039,0.3958
29.5,-0.3654,0.6277,0.5085,0.4398,0.5831,0.5115,0.5339,0.5472,0.5405,0.3901,0.4083,0.3992
29.6,-0.3336,0.6203,0.5125,0.4362,0.5813,0.5087,0.5309,0.564,0.5474,0.3958,0.4153,0.4056
29.7,-0.2953,0.6137,0.5176,0.4316,0.5788,0.5052,0.5297,0.583,0.5564,0.4053,0.4257,0.4155
29.8,-0.2527,0.608,0.5229,0.4259,0.5755,0.5007,0.5298,0.6034,0.5666,0.4186,0.4393,0.429
29.9,-0.2083,0.6029,0.528,0.4193,0.5715,0.4954,0.5304,0.6239,0.5772,0.4352,0.4557,0.4455
