Time,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC
21.4,-0.2834,0.4448,0.4104,0.565,0.6398,0.6024,0.5577,0.5668,0.5622,0.4853,0.4156,0.4505
21.5,-0.3179,0.4449,0.3997,0.5771,0.6485,0.6128,0.5527,0.557,0.5548,0.495,0.427,0.461
21.6,-0.3509,0.4487,0.3912,0.5882,0.6572,0.6227,0.5469,0.5469,0.5469,0.5038,0.4376,0.4707
21.7,-0.3821,0.4568,0.3844,0.5982,0.6662,0.6322,0.5404,0.5368,0.5386,0.5121,0.4477,0.4799
21.8,-0.411,0.4695,0.3792,0.6069,0.6762,0.6415,0.5335,0.5272,0.5303,0.5206,0.4579,0.4893
21.9,-0.4372,0.4865,0.3751,0.6143,0.6867,0.6505,0.526,0.5181,0.522,0.5295,0.4682,0.4989
22,-0.4604,0.5072,0.3714,0.6201,0.6968,0.6584,0.5177,0.5095,0.5136,0.5386,0.4787,0.5087
22.1,-0.4801,0.5308,0.3675,0.6243,0.7061,0.6652,0.5085,0.5017,0.5051,0.548,0.4891,0.5186
22.2,-0.4953,0.5564,0.3627,0.6272,0.7148,0.671,0.499,0.4946,0.4968,0.5577,0.499,0.5283
22.3,-0.505,0.5833,0.3564,0.6295,0.7234,0.6764,0.4896,0.4886,0.4891,0.5675,0.508,0.5378
22.4,-0.5089,0.6113,0.3493,0.6313,0.7323,0.6818,0.4808,0.4841,0.4824,0.5778,0.5162,0.547
22.5,-0.5069,0.6404,0.3424,0.633,0.7419,0.6875,0.4729,0.4815,0.4772,0.5888,0.5238,0.5563
22.6,-0.4988,0.6696,0.3366,0.6344,0.7518,0.6931,0.4661,0.4809,0.4735,0.6006,0.5308,0.5657
22.7,-0.4843,0.6976,0.3324,0.6348,0.7604,0.6976,0.4604,0.4821,0.4712,0.6128,0.5374,0.5751
22.8,-0.4639,0.7231,0.3299,0.634,0.7671,0.7005,0.4561,0.4845,0.4703,0.6252,0.5432,0.5842
22.9,-0.4392,0.7462,0.3292,0.6322,0.7723,0.7022,0.4532,0.4881,0.4706,0.6367,0.5482,0.5925
23,-0.4117,0.7667,0.3301,0.6299,0.7761,0.703,0.4518,0.4926,0.4722,0.6467,0.5519,0.5993
23.1,-0.3811,0.7833,0.3319,0.6268,0.7784,0.7026,0.4522,0.4973,0.4747,0.6545,0.5535,0.604
23.2,-0.3464,0.7947,0.3341,0.6228,0.7786,0.7007,0.4546,0.5014,0.478,0.6595,0.5521,0.6058
23.3,-0.3075,0.7997,0.3365,0.6171,0.776,0.6966,0.4589,0.5047,0.4818,0.6615,0.5478,0.6047
23.4,-0.2651,0.7974,0.3393,0.6086,0.7696,0.6891,0.4648,0.5073,0.486,0.6603,0.5414,0.6009
23.5,-0.2203,0.788,0.3423,0.5971,0.7591,0.6781,0.4719,0.5093,0.4906,0.6562,0.5334,0.5948
23.6,-0.1752,0.7732,0.3452,0.5835,0.7456,0.6645,0.48,0.5106,0.4953,0.6493,0.5244,0.5869
23.7,-0.1316,0.7551,0.3476,0.5687,0.7299,0.6493,0.4891,0.5113,0.5002,0.64,0.515,0.5775
23.8,-0.0898,0.7343,0.3491,0.5532,0.7121,0.6327,0.4987,0.5113,0.505,0.6288,0.5053,0.5671
23.9,-0.0495,0.7113,0.3492,0.5376,0.6925,0.6151,0.5087,0.5103,0.5095,0.6161,0.4957,0.5559
24,-0.0124,0.6876,0.3479,0.5225,0.6719,0.5972,0.5188,0.5084,0.5136,0.6019,0.4863,0.5441
24.1,0.0194,0.6648,0.3453,0.5087,0.6517,0.5802,0.5286,0.5059,0.5173,0.5864,0.4775,0.5319
24.2,0.044,0.6444,0.3416,0.497,0.6337,0.5654,0.5378,0.5032,0.5205,0.5697,0.4694,0.5196
24.3,0.0602,0.6277,0.3368,0.4881,0.6199,0.554,0.5459,0.4999,0.5229,0.5524,0.4626,0.5075
24.4,0.0674,0.6152,0.3309,0.4825,0.6118,0.5471,0.5525,0.496,0.5243,0.535,0.4575,0.4962
24.5,0.0673,0.607,0.3235,0.4806,0.609,0.5448,0.5574,0.4916,0.5245,0.5177,0.4543,0.486
24.6,0.0621,0.6027,0.3144,0.4826,0.6109,0.5467,0.5603,0.4868,0.5236,0.501,0.4533,0.4772
24.7,0.0535,0.6028,0.3034,0.4884,0.6168,0.5526,0.5615,0.4818,0.5217,0.4853,0.4543,0.4698
24.8,0.0434,0.608,0.2909,0.498,0.6264,0.5622,0.5611,0.477,0.519,0.471,0.4571,0.464
24.9,0.0332,0.6181,0.2773,0.5106,0.6387,0.5746,0.559,0.4725,0.5158,0.4584,0.4611,0.4598
25,0.0239,0.6317,0.2633,0.5252,0.6524,0.5888,0.5554,0.469,0.5122,0.4478,0.466,0.4569
25.1,0.0161,0.6472,0.2495,0.5408,0.666,0.6034,0.5502,0.4665,0.5083,0.4394,0.4711,0.4552
25.2,0.0096,0.6632,0.2363,0.5563,0.6784,0.6174,0.5432,0.4654,0.5043,0.4332,0.4761,0.4547
25.3,0.0043,0.6781,0.2239,0.571,0.6885,0.6297,0.5346,0.4655,0.5001,0.4293,0.4808,0.455
25.4,0.0003,0.6909,0.2128,0.5845,0.6954,0.64,0.5245,0.4666,0.4955,0.4276,0.4849,0.4563
25.5,-0.0017,0.7003,0.203,0.5971,0.6985,0.6478,0.513,0.4676,0.4903,0.4279,0.4886,0.4582
25.6,-0.0011,0.7057,0.195,0.6082,0.6974,0.6528,0.5008,0.4684,0.4846,0.4302,0.4919,0.461
25.7,0.0031,0.7062,0.1892,0.6173,0.6917,0.6545,0.4883,0.469,0.4786,0.4347,0.495,0.4649
25.8,0.0115,0.7018,0.186,0.6238,0.6815,0.6527,0.4763,0.4696,0.473,0.4416,0.4985,0.47
25.9,0.0243,0.6937,0.1862,0.628,0.6675,0.6478,0.4658,0.4706,0.4682,0.4511,0.503,0.4771
26,0.0417,0.6833,0.1903,0.6301,0.6507,0.6404,0.4576,0.4725,0.4651,0.4636,0.5094,0.4865
26.1,0.0629,0.6712,0.1985,0.6307,0.6323,0.6315,0.4522,0.4755,0.4639,0.479,0.5181,0.4986
26.2,0.087,0.6581,0.2107,0.6303,0.6135,0.6219,0.4499,0.4801,0.465,0.4973,0.5293,0.5133
26.3,0.1134,0.6445,0.2265,0.6297,0.5956,0.6126,0.4509,0.4864,0.4686,0.5181,0.543,0.5305
26.4,0.1416,0.6314,0.2459,0.6298,0.58,0.6049,0.4552,0.494,0.4746,0.5411,0.5592,0.5502
26.5,0.1712,0.6191,0.2687,0.6313,0.5678,0.5995,0.4628,0.5031,0.483,0.5661,0.5781,0.5721
26.6,0.2017,0.608,0.295,0.634,0.5588,0.5964,0.4737,0.514,0.4939,0.5932,0.6002,0.5967
26.7,0.2324,0.5981,0.3251,0.6375,0.5529,0.5952,0.4877,0.5271,0.5074,0.6224,0.6259,0.6241
26.8,0.2633,0.5896,0.3578,0.6418,0.5505,0.5962,0.5044,0.5419,0.5232,0.6534,0.6545,0.6539
26.9,0.294,0.5827,0.3919,0.6468,0.5519,0.5994,0.5233,0.5581,0.5407,0.6856,0.685,0.6853
27,0.3247,0.5778,0.4265,0.6526,0.5574,0.605,0.5443,0.575,0.5597,0.7186,0.7165,0.7176
27.1,0.3557,0.5751,0.4608,0.6594,0.5673,0.6133,0.5679,0.5922,0.5801,0.7518,0.7482,0.75
27.2,0.3867,0.5747,0.4938,0.6672,0.5816,0.6244,0.5936,0.6093,0.6014,0.784,0.7791,0.7816
27.3,0.4167,0.5765,0.5243,0.6755,0.6006,0.6381,0.6202,0.6256,0.6229,0.8137,0.8078,0.8108
27.4,0.4446,0.58,0.5513,0.6838,0.6243,0.6541,0.6467,0.6404,0.6435,0.8393,0.8332,0.8362
27.5,0.4697,0.5852,0.574,0.6918,0.652,0.6719,0.6723,0.6533,0.6628,0.8599,0.8542,0.8571
27.6,0.491,0.5922,0.5918,0.6992,0.6827,0.6909,0.6966,0.6636,0.6801,0.8752,0.8703,0.8727
27.7,0.508,0.6008,0.6042,0.7055,0.7145,0.71,0.7192,0.6713,0.6952,0.8849,0.8809,0.8829
27.8,0.5202,0.6106,0.6109,0.7102,0.7448,0.7275,0.7398,0.6762,0.708,0.8892,0.8862,0.8877
27.9,0.5277,0.6218,0.6118,0.7127,0.7721,0.7424,0.758,0.6785,0.7183,0.8885,0.8863,0.8874
28,0.5312,0.6344,0.607,0.7131,0.7959,0.7545,0.773,0.678,0.7255,0.883,0.8812,0.8821
28.1,0.5308,0.6484,0.5964,0.7116,0.8156,0.7636,0.784,0.6745,0.7292,0.8732,0.8712,0.8722
28.2,0.5256,0.6631,0.5799,0.7088,0.831,0.7699,0.7909,0.6674,0.7291,0.8593,0.8566,0.858
28.3,0.5145,0.6778,0.5574,0.7053,0.8417,0.7735,0.7936,0.6561,0.7248,0.8416,0.8378,0.8397
28.4,0.4969,0.6917,0.5293,0.7016,0.8473,0.7744,0.792,0.6401,0.7161,0.8208,0.8152,0.818
28.5,0.4729,0.7045,0.4961,0.6982,0.8474,0.7728,0.7858,0.6195,0.7027,0.7971,0.7898,0.7935
28.6,0.4427,0.7155,0.4589,0.6954,0.8418,0.7686,0.7755,0.5947,0.6851,0.7715,0.7627,0.7671
28.7,0.4069,0.7246,0.4199,0.6924,0.8301,0.7613,0.7623,0.5666,0.6645,0.7451,0.7351,0.7401
28.8,0.3663,0.7316,0.381,0.6888,0.8124,0.7506,0.7473,0.5366,0.6419,0.719,0.7085,0.7138
28.9,0.3224,0.7363,0.3436,0.6846,0.7895,0.737,0.7314,0.5064,0.6189,0.6942,0.684,0.6891
29,0.2765,0.7388,0.3093,0.6796,0.7629,0.7213,0.7157,0.4777,0.5967,0.6716,0.6623,0.667
29.1,0.2301,0.7398,0.2794,0.6748,0.7344,0.7046,0.7001,0.4516,0.5759,0.6516,0.6438,0.6477
29.2,0.1843,0.7403,0.2548,0.6711,0.7061,0.6886,0.6844,0.4287,0.5566,0.6341,0.6285,0.6313
29.3,0.1405,0.7405,0.2364,0.669,0.6795,0.6743,0.6682,0.4096,0.5389,0.6188,0.6159,0.6174
29.4,0.0997,0.7394,0.2243,0.6682,0.6555,0.6618,0.651,0.3947,0.5229,0.6053,0.6054,0.6053
29.5,0.063,0.7365,0.2184,0.6683,0.6348,0.6516,0.6327,0.3841,0.5084,0.5928,0.5962,0.5945
29.6,0.032,0.7317,0.218,0.6694,0.6191,0.6442,0.6136,0.3772,0.4954,0.5812,0.5881,0.5847
29.7,0.0078,0.7255,0.2222,0.6714,0.6098,0.6406,0.5942,0.3734,0.4838,0.57,0.5809,0.5755
29.8,-0.0089,0.7181,0.2306,0.6743,0.6069,0.6406,0.5752,0.3725,0.4739,0.5594,0.5746,0.567
29.9,-0.0177,0.71,0.2433,0.6781,0.6097,0.6439,0.5574,0.3747,0.466,0.5496,0.5693,0.5595
30,-0.0188,0.7016,0.2596,0.6826,0.6174,0.65,0.5412,0.3798,0.4605,0.5407,0.5649,0.5528
30.1,-0.0125,0.6932,0.2785,0.6874,0.629,0.6582,0.5266,0.3879,0.4572,0.5329,0.561,0.547
30.2,0.0005,0.6856,0.2992,0.6925,0.6436,0.668,0.5139,0.3984,0.4562,0.5262,0.5574,0.5418
30.3,0.0183,0.6801,0.3212,0.6988,0.6613,0.6801,0.5032,0.411,0.4571,0.5204,0.5542,0.5373
30.4,0.0391,0.6778,0.3439,0.7069,0.6821,0.6945,0.4944,0.4252,0.4598,0.5153,0.5515,0.5334
30.5,0.0613,0.6789,0.3664,0.7168,0.7047,0.7107,0.4873,0.4404,0.4639,0.5104,0.549,0.5297
30.6,0.0835,0.6827,0.3877,0.7281,0.7277,0.7279,0.4816,0.4564,0.469,0.5053,0.5462,0.5257
30.7,0.1043,0.689,0.4075,0.7405,0.7498,0.7451,0.4773,0.473,0.4751,0.5003,0.5429,0.5216
30.8,0.1224,0.6974,0.4259,0.7537,0.77,0.7619,0.4746,0.4903,0.4825,0.4958,0.5395,0.5176
30.9,0.137,0.7073,0.4429,0.7676,0.7874,0.7775,0.4737,0.5084,0.491,0.4923,0.5362,0.5142
31,0.1484,0.7184,0.4586,0.7816,0.8012,0.7914,0.4746,0.5266,0.5006,0.4898,0.5333,0.5116
31.1,0.1572,0.73,0.4732,0.7953,0.8107,0.803,0.4771,0.5446,0.5109,0.4885,0.5311,0.5098
31.2,0.1636,0.7412,0.4859,0.8082,0.8155,0.8118,0.4805,0.5611,0.5208,0.4882,0.5292,0.5087
31.3,0.168,0.751,0.4961,0.8194,0.8154,0.8174,0.4838,0.5749,0.5294,0.4888,0.5275,0.5081
31.4,0.1703,0.7584,0.5033,0.8286,0.8102,0.8194,0.4869,0.5853,0.5361,0.4901,0.5255,0.5078
31.5,0.1705,0.7628,0.5078,0.8355,0.7998,0.8177,0.4896,0.592,0.5408,0.4919,0.5231,0.5075
31.6,0.1684,0.7638,0.5094,0.8402,0.7845,0.8123,0.4922,0.5951,0.5436,0.4939,0.52,0.507
31.7,0.1638,0.7616,0.5084,0.8427,0.7653,0.804,0.4949,0.5947,0.5448,0.496,0.5162,0.5061
31.8,0.1565,0.7562,0.5047,0.8433,0.743,0.7931,0.498,0.5913,0.5446,0.4981,0.5115,0.5048
31.9,0.1467,0.7477,0.4991,0.8413,0.7184,0.7799,0.5014,0.5854,0.5434,0.5003,0.506,0.5032
32,0.1351,0.7361,0.4919,0.8361,0.6925,0.7643,0.505,0.5776,0.5413,0.5028,0.4997,0.5012
32.1,0.1226,0.7214,0.4832,0.8279,0.6659,0.7469,0.5084,0.5682,0.5383,0.5054,0.4923,0.4988
32.2,0.1105,0.7037,0.4728,0.8179,0.6393,0.7286,0.5115,0.557,0.5342,0.5076,0.4838,0.4957
32.3,0.1,0.6834,0.4609,0.8073,0.6135,0.7104,0.5142,0.5441,0.5292,0.5096,0.4744,0.492
32.4,0.0927,0.6617,0.4482,0.7978,0.5891,0.6935,0.5168,0.5298,0.5233,0.5118,0.4648,0.4883
32.5,0.0895,0.6398,0.4358,0.7907,0.5668,0.6788,0.5198,0.5147,0.5172,0.5149,0.4559,0.4854
32.6,0.0901,0.6189,0.4248,0.7859,0.5465,0.6662,0.5232,0.4996,0.5114,0.5196,0.4482,0.4839
32.7,0.0943,0.6001,0.4165,0.783,0.5284,0.6557,0.5271,0.4857,0.5064,0.5263,0.4424,0.4843
32.8,0.1017,0.5845,0.4116,0.7826,0.5127,0.6477,0.5318,0.4735,0.5027,0.5351,0.4389,0.487
32.9,0.1123,0.5732,0.4101,0.7855,0.5,0.6427,0.5379,0.4634,0.5006,0.5457,0.4378,0.4918
33,0.1257,0.5666,0.4121,0.7919,0.4901,0.641,0.5452,0.4557,0.5005,0.5581,0.4392,0.4986
33.1,0.1412,0.565,0.4173,0.801,0.4826,0.6418,0.5537,0.4506,0.5021,0.572,0.4429,0.5074
33.2,0.1578,0.568,0.4254,0.8117,0.4768,0.6443,0.5628,0.4481,0.5054,0.5871,0.4486,0.5179
33.3,0.1735,0.5748,0.4358,0.8226,0.4719,0.6473,0.5714,0.4479,0.5097,0.6024,0.456,0.5292
33.4,0.1862,0.5844,0.4476,0.8324,0.4672,0.6498,0.5787,0.4495,0.5141,0.6169,0.4644,0.5407
33.5,0.1954,0.5964,0.4599,0.841,0.4633,0.6521,0.5842,0.4523,0.5183,0.6296,0.4731,0.5513
33.6,0.2011,0.6103,0.4716,0.8493,0.4608,0.6551,0.588,0.456,0.522,0.6393,0.4811,0.5602
33.7,0.2032,0.6255,0.4822,0.8574,0.4605,0.659,0.5899,0.4604,0.5252,0.6452,0.4878,0.5665
33.8,0.2015,0.6407,0.4913,0.8648,0.4627,0.6638,0.59,0.4655,0.5278,0.6469,0.4927,0.5698
33.9,0.196,0.6551,0.4988,0.8709,0.4676,0.6693,0.5883,0.4714,0.5298,0.6443,0.4955,0.5699
34,0.1876,0.6672,0.5048,0.875,0.4745,0.6748,0.5849,0.4777,0.5313,0.638,0.4964,0.5672
34.1,0.1773,0.676,0.5094,0.8761,0.4831,0.6796,0.5803,0.4844,0.5324,0.6285,0.4958,0.5622
34.2,0.1663,0.6813,0.5126,0.8743,0.4926,0.6834,0.5748,0.4913,0.533,0.6166,0.4941,0.5553
34.3,0.1557,0.6832,0.5147,0.8696,0.5024,0.686,0.5687,0.4982,0.5334,0.6027,0.4916,0.5472
34.4,0.1451,0.6819,0.5158,0.8624,0.5125,0.6874,0.5626,0.5049,0.5338,0.5875,0.4887,0.5381
34.5,0.133,0.6781,0.5156,0.8536,0.5227,0.6881,0.5571,0.5115,0.5343,0.5717,0.4855,0.5286
34.6,0.1187,0.6721,0.5142,0.8438,0.5329,0.6884,0.5528,0.5178,0.5353,0.5562,0.4821,0.5192
34.7,0.1034,0.6632,0.5118,0.8336,0.5429,0.6883,0.5497,0.524,0.5369,0.5417,0.4788,0.5102
34.8,0.0885,0.6512,0.5086,0.8233,0.5522,0.6877,0.5481,0.5304,0.5392,0.5287,0.4758,0.5023
34.9,0.0754,0.6357,0.5045,0.8132,0.5604,0.6868,0.5483,0.5369,0.5426,0.5176,0.4729,0.4953
35,0.0656,0.6165,0.4993,0.8038,0.5672,0.6855,0.5504,0.5435,0.547,0.5083,0.4702,0.4893
35.1,0.0598,0.5937,0.4931,0.7951,0.5723,0.6837,0.5547,0.5504,0.5525,0.5009,0.4676,0.4843
35.2,0.0581,0.5679,0.4861,0.7868,0.5752,0.681,0.561,0.5575,0.5592,0.4955,0.4654,0.4805
35.3,0.0609,0.5399,0.4785,0.779,0.576,0.6775,0.5695,0.5647,0.5671,0.4919,0.4637,0.4778
35.4,0.0685,0.5108,0.4701,0.7725,0.575,0.6737,0.5802,0.5718,0.576,0.4901,0.4627,0.4764
35.5,0.0811,0.482,0.4611,0.7678,0.5725,0.6702,0.5932,0.5787,0.586,0.4901,0.4624,0.4763
35.6,0.0968,0.455,0.4521,0.7659,0.5693,0.6676,0.6086,0.5857,0.5971,0.4926,0.4639,0.4782
35.7,0.1133,0.4317,0.4441,0.7673,0.5663,0.6668,0.6261,0.5933,0.6097,0.4984,0.4678,0.4831
35.8,0.1278,0.4128,0.4382,0.7714,0.5634,0.6674,0.6452,0.6019,0.6236,0.508,0.4748,0.4914
35.9,0.137,0.3991,0.4357,0.777,0.5603,0.6686,0.6649,0.6121,0.6385,0.5212,0.485,0.5031
36,0.1399,0.3904,0.4367,0.7831,0.5567,0.6699,0.6845,0.6237,0.6541,0.5377,0.4985,0.5181
36.1,0.1375,0.3859,0.4396,0.7897,0.5523,0.671,0.7033,0.6358,0.6696,0.5568,0.5147,0.5358
36.2,0.1313,0.385,0.4431,0.7963,0.5471,0.6717,0.7209,0.6475,0.6842,0.5776,0.5332,0.5554
36.3,0.1214,0.3864,0.4465,0.8012,0.5417,0.6714,0.7362,0.6581,0.6972,0.5996,0.5535,0.5766
36.4,0.1081,0.3892,0.4493,0.8025,0.5368,0.6696,0.7479,0.6671,0.7075,0.6222,0.5752,0.5987
36.5,0.0912,0.3928,0.4516,0.799,0.5333,0.6662,0.7556,0.6741,0.7148,0.6445,0.5979,0.6212
36.6,0.0703,0.3965,0.4537,0.7903,0.5321,0.6612,0.7592,0.6789,0.719,0.6656,0.6211,0.6433
36.7,0.0457,0.4001,0.4558,0.7766,0.5336,0.6551,0.7586,0.6814,0.72,0.6849,0.6443,0.6646
36.8,0.0187,0.4032,0.458,0.7589,0.538,0.6485,0.7542,0.6814,0.7178,0.7019,0.6669,0.6844
36.9,-0.0097,0.4055,0.4601,0.7383,0.5452,0.6417,0.7463,0.6789,0.7126,0.7163,0.6881,0.7022
37,-0.0386,0.4062,0.4625,0.7147,0.5547,0.6347,0.7352,0.6744,0.7048,0.7278,0.7075,0.7176
37.1,-0.0673,0.4049,0.4654,0.6882,0.5663,0.6273,0.7211,0.6684,0.6947,0.7365,0.7243,0.7304
37.2,-0.0959,0.4018,0.4689,0.6595,0.5797,0.6196,0.7042,0.6608,0.6825,0.7421,0.7385,0.7403
37.3,-0.1247,0.3975,0.473,0.6296,0.5947,0.6122,0.685,0.6517,0.6683,0.7447,0.75,0.7473
37.4,-0.1532,0.3926,0.4777,0.5996,0.6108,0.6052,0.6636,0.6409,0.6522,0.7443,0.7585,0.7514
37.5,-0.1806,0.3876,0.4833,0.5703,0.6269,0.5986,0.6405,0.628,0.6342,0.7409,0.7637,0.7523
37.6,-0.2058,0.3826,0.4896,0.5424,0.6423,0.5923,0.616,0.6129,0.6145,0.7343,0.7651,0.7497
37.7,-0.2278,0.3767,0.4958,0.5156,0.6556,0.5856,0.5904,0.5953,0.5928,0.7244,0.7617,0.743
37.8,-0.2458,0.3692,0.501,0.4897,0.6657,0.5777,0.5638,0.575,0.5694,0.7109,0.7528,0.7318
37.9,-0.2581,0.3596,0.5047,0.4646,0.6714,0.568,0.5364,0.5522,0.5443,0.694,0.7382,0.7161
38,-0.263,0.348,0.5064,0.4404,0.6718,0.5561,0.5083,0.5274,0.5178,0.674,0.7181,0.696
38.1,-0.2604,0.3352,0.5058,0.4176,0.6669,0.5423,0.4804,0.5015,0.491,0.6515,0.6933,0.6724
38.2,-0.2508,0.3227,0.5033,0.3972,0.6576,0.5274,0.4543,0.4761,0.4652,0.6277,0.6649,0.6463
38.3,-0.2358,0.3126,0.4994,0.38,0.645,0.5125,0.4314,0.4526,0.442,0.6036,0.6344,0.619
38.4,-0.2177,0.3071,0.4946,0.3672,0.6309,0.499,0.4125,0.4317,0.4221,0.5802,0.6032,0.5917
38.5,-0.1987,0.3083,0.4898,0.3596,0.6168,0.4882,0.3982,0.4141,0.4062,0.5588,0.5726,0.5657
38.6,-0.1788,0.3164,0.4856,0.3579,0.6033,0.4806,0.389,0.4001,0.3945,0.5401,0.5438,0.542
38.7,-0.1574,0.3315,0.4823,0.3625,0.5904,0.4764,0.3848,0.3897,0.3873,0.5245,0.5182,0.5214
38.8,-0.1348,0.3523,0.4802,0.3731,0.5775,0.4753,0.3858,0.3832,0.3845,0.5125,0.4962,0.5043
38.9,-0.1114,0.3775,0.4792,0.389,0.5635,0.4763,0.3922,0.3807,0.3864,0.5041,0.4778,0.491
39,-0.0889,0.4054,0.4793,0.4091,0.548,0.4785,0.4039,0.3821,0.393,0.4992,0.4631,0.4812
39.1,-0.0709,0.4349,0.4809,0.4322,0.5315,0.4818,0.4205,0.3872,0.4039,0.4975,0.452,0.4747
39.2,-0.0602,0.4646,0.4838,0.4568,0.5146,0.4857,0.4413,0.3956,0.4185,0.4985,0.4442,0.4713
39.3,-0.0568,0.4922,0.4872,0.4818,0.4975,0.4896,0.4654,0.4063,0.4358,0.5017,0.4393,0.4705
39.4,-0.0598,0.5156,0.4897,0.506,0.4797,0.4929,0.4915,0.4181,0.4548,0.5068,0.4366,0.4717
39.5,-0.0685,0.5338,0.491,0.5286,0.4619,0.4952,0.5184,0.4303,0.4744,0.513,0.4353,0.4742
39.6,-0.0821,0.5466,0.491,0.5486,0.4447,0.4967,0.5441,0.4423,0.4932,0.52,0.4347,0.4773
39.7,-0.0991,0.554,0.4899,0.5653,0.4287,0.497,0.5675,0.4538,0.5107,0.527,0.4343,0.4807
39.8,-0.1174,0.5564,0.4884,0.578,0.4139,0.496,0.5877,0.4649,0.5263,0.5337,0.4343,0.484
39.9,-0.1347,0.5543,0.4868,0.5866,0.4002,0.4934,0.604,0.4757,0.5398,0.5398,0.4346,0.4872
40,-0.1492,0.5488,0.4852,0.5918,0.3869,0.4894,0.6164,0.4858,0.5511,0.5455,0.4355,0.4905
40.1,-0.1592,0.541,0.4837,0.5946,0.3734,0.484,0.625,0.495,0.56,0.5509,0.4371,0.494
40.2,-0.1641,0.5317,0.4828,0.5956,0.3605,0.4781,0.63,0.5035,0.5668,0.5566,0.4397,0.4982
40.3,-0.1644,0.5216,0.4832,0.5955,0.3495,0.4725,0.6323,0.5116,0.572,0.5631,0.4436,0.5033
40.4,-0.1609,0.5113,0.4852,0.5944,0.3412,0.4678,0.6322,0.5193,0.5757,0.5706,0.449,0.5098
40.5,-0.1555,0.5013,0.4884,0.5926,0.3354,0.464,0.6296,0.5263,0.5779,0.5787,0.4561,0.5174
40.6,-0.1492,0.492,0.4923,0.59,0.3319,0.4609,0.6247,0.5324,0.5785,0.5872,0.465,0.5261
40.7,-0.1411,0.4842,0.4966,0.5871,0.3299,0.4585,0.618,0.537,0.5775,0.5956,0.4752,0.5354
40.8,-0.1301,0.4785,0.5011,0.5843,0.3287,0.4565,0.61,0.5399,0.5749,0.6035,0.4866,0.545
40.9,-0.1167,0.475,0.5052,0.5815,0.3283,0.4549,0.6012,0.5411,0.5712,0.6106,0.4982,0.5544
41,-0.1024,0.4735,0.5087,0.5786,0.3292,0.4539,0.5921,0.5411,0.5666,0.6164,0.5093,0.5629
41.1,-0.0887,0.4743,0.5115,0.5756,0.3322,0.4539,0.583,0.5401,0.5616,0.6208,0.5193,0.5701
41.2,-0.0777,0.4784,0.514,0.5734,0.338,0.4557,0.5739,0.5383,0.5561,0.6237,0.5285,0.5761
41.3,-0.0708,0.4866,0.5165,0.5728,0.3474,0.4601,0.5649,0.5359,0.5504,0.6251,0.537,0.581
41.4,-0.0679,0.4994,0.5192,0.575,0.361,0.468,0.5567,0.5332,0.545,0.6252,0.5451,0.5851
41.5,-0.0685,0.5172,0.5217,0.5808,0.3788,0.4798,0.5501,0.5308,0.5404,0.6242,0.5527,0.5885
41.6,-0.0716,0.5385,0.5234,0.5891,0.3993,0.4942,0.545,0.5282,0.5366,0.6221,0.5595,0.5908
41.7,-0.0757,0.5613,0.5232,0.598,0.4206,0.5093,0.541,0.5252,0.5331,0.6185,0.565,0.5918
41.8,-0.0796,0.5835,0.5205,0.6062,0.4409,0.5235,0.5382,0.521,0.5296,0.6136,0.569,0.5913
41.9,-0.0815,0.6036,0.5149,0.6122,0.4588,0.5355,0.5368,0.5155,0.5262,0.6078,0.5717,0.5898
42,-0.0803,0.62,0.5061,0.6151,0.4733,0.5442,0.5371,0.5084,0.5227,0.6016,0.5732,0.5874
42.1,-0.0762,0.6323,0.4938,0.6143,0.484,0.5492,0.5389,0.4995,0.5192,0.5955,0.5735,0.5845
42.2,-0.0694,0.6402,0.4775,0.6096,0.4911,0.5504,0.5423,0.4889,0.5156,0.5899,0.5724,0.5812
42.3,-0.0607,0.6444,0.4574,0.6024,0.4958,0.5491,0.5467,0.4767,0.5117,0.5851,0.5701,0.5776
42.4,-0.0507,0.6458,0.4338,0.5944,0.4998,0.5471,0.5518,0.4633,0.5075,0.5814,0.5669,0.5741
42.5,-0.0398,0.6447,0.407,0.5867,0.5033,0.545,0.5573,0.449,0.5031,0.579,0.563,0.571
42.6,-0.028,0.6409,0.378,0.5797,0.5059,0.5428,0.5632,0.4343,0.4988,0.5784,0.5588,0.5686
42.7,-0.0154,0.6346,0.3473,0.5739,0.5071,0.5405,0.5695,0.4198,0.4946,0.5798,0.5545,0.5671
42.8,-0.0022,0.6269,0.3157,0.5697,0.5076,0.5386,0.5762,0.4056,0.4909,0.5828,0.5497,0.5662
42.9,0.0117,0.6186,0.284,0.5676,0.5078,0.5377,0.5836,0.3922,0.4879,0.5873,0.5443,0.5658
43,0.0254,0.611,0.2536,0.5679,0.5091,0.5385,0.5923,0.3804,0.4863,0.5937,0.5386,0.5662
43.1,0.0381,0.6055,0.2261,0.5711,0.5129,0.542,0.6028,0.3713,0.487,0.6023,0.5334,0.5679
43.2,0.0503,0.6031,0.2023,0.5778,0.5199,0.5489,0.6159,0.3655,0.4907,0.6134,0.5289,0.5711
