Time,Toyota - Woven City 30 Final TVC,Toyota - Woven City 30 Final TVC,Toyota - Woven City 30 Final TVC,Toyota - Woven City 30 Final TVC,Toyota - Woven City 30 Final TVC,Toyota - Woven City 30 Final TVC,Toyota - Woven City 30 Final TVC,Toyota - Woven City 30 Final TVC,Toyota - Woven City 30 Final TVC,Toyota - Woven City 30 Final TVC,Toyota - Woven City 30 Final TVC,Toyota - Woven City 30 Final TVC
21.2,-0.3799,0.5765,0.475,0.5205,0.5092,0.5149,0.6494,0.5919,0.6206,0.6861,0.6789,0.6825
21.3,-0.3634,0.5854,0.477,0.548,0.5071,0.5276,0.6604,0.5824,0.6214,0.692,0.6776,0.6848
21.4,-0.3445,0.5939,0.4775,0.5726,0.5037,0.5382,0.6724,0.5736,0.623,0.6998,0.6787,0.6892
21.5,-0.3249,0.6011,0.4749,0.5925,0.499,0.5458,0.6847,0.5655,0.6251,0.7092,0.6822,0.6957
21.6,-0.3058,0.6063,0.4681,0.6067,0.4934,0.5501,0.6974,0.5585,0.628,0.7203,0.6884,0.7043
21.7,-0.2871,0.6088,0.4567,0.6151,0.4873,0.5512,0.7101,0.5533,0.6317,0.7336,0.6968,0.7152
21.8,-0.2682,0.6083,0.4413,0.6178,0.4812,0.5495,0.7222,0.5507,0.6365,0.7489,0.7071,0.728
21.9,-0.2488,0.6047,0.4224,0.6155,0.4754,0.5454,0.7322,0.5507,0.6414,0.7655,0.7181,0.7418
22,-0.229,0.5978,0.4003,0.6084,0.4695,0.539,0.7384,0.5529,0.6457,0.7822,0.7286,0.7554
22.1,-0.2095,0.5877,0.3756,0.5971,0.463,0.5301,0.7398,0.5567,0.6482,0.798,0.7369,0.7674
22.2,-0.1909,0.5747,0.3493,0.5823,0.4556,0.519,0.7363,0.5616,0.649,0.812,0.7414,0.7767
22.3,-0.174,0.5593,0.3234,0.5644,0.4476,0.506,0.7284,0.5676,0.648,0.823,0.7412,0.7821
22.4,-0.1593,0.542,0.3001,0.5443,0.4391,0.4917,0.7162,0.5743,0.6453,0.8294,0.7355,0.7825
22.5,-0.1474,0.5234,0.2809,0.5224,0.4304,0.4764,0.6992,0.5813,0.6403,0.8304,0.7241,0.7772
22.6,-0.1388,0.504,0.267,0.4991,0.4215,0.4603,0.6772,0.5884,0.6328,0.8257,0.7074,0.7665
22.7,-0.1336,0.4845,0.2588,0.4748,0.4124,0.4436,0.6504,0.5955,0.623,0.8161,0.6862,0.7512
22.8,-0.1311,0.4653,0.2559,0.4501,0.4034,0.4268,0.6199,0.6025,0.6112,0.8025,0.6614,0.7319
22.9,-0.1293,0.447,0.257,0.4259,0.395,0.4105,0.587,0.6087,0.5979,0.7854,0.6337,0.7095
23,-0.127,0.4302,0.2599,0.4035,0.3876,0.3955,0.5536,0.6132,0.5834,0.7649,0.6038,0.6844
23.1,-0.1232,0.4154,0.2635,0.3841,0.3815,0.3828,0.5217,0.616,0.5689,0.7421,0.5727,0.6574
23.2,-0.1173,0.4031,0.2678,0.3685,0.3771,0.3728,0.494,0.6181,0.556,0.7185,0.5417,0.6301
23.3,-0.1086,0.3937,0.2731,0.3573,0.3742,0.3657,0.4721,0.6205,0.5463,0.6961,0.5127,0.6044
23.4,-0.096,0.3878,0.2793,0.35,0.3729,0.3615,0.4567,0.6233,0.54,0.6762,0.4869,0.5816
23.5,-0.0787,0.3855,0.2857,0.3465,0.373,0.3598,0.4472,0.6262,0.5367,0.6594,0.4651,0.5622
23.6,-0.0558,0.3867,0.2921,0.3465,0.3742,0.3604,0.4425,0.6284,0.5354,0.6456,0.4469,0.5463
23.7,-0.0272,0.3909,0.2982,0.3494,0.3762,0.3628,0.4417,0.6292,0.5355,0.6346,0.4328,0.5337
23.8,0.0069,0.3974,0.3043,0.3544,0.3787,0.3666,0.4444,0.6282,0.5363,0.6268,0.4231,0.525
23.9,0.0457,0.4053,0.31,0.3607,0.3819,0.3713,0.4499,0.6253,0.5376,0.6223,0.4187,0.5205
24,0.0882,0.4143,0.3147,0.3675,0.3863,0.3769,0.4575,0.6205,0.539,0.6214,0.4201,0.5208
24.1,0.1337,0.4243,0.3184,0.3746,0.3921,0.3834,0.4665,0.6139,0.5402,0.624,0.4276,0.5258
24.2,0.1805,0.435,0.321,0.3819,0.3992,0.3905,0.4757,0.6062,0.541,0.6305,0.4409,0.5357
24.3,0.2264,0.4457,0.3231,0.3891,0.4064,0.3978,0.4846,0.5982,0.5414,0.6415,0.4596,0.5505
24.4,0.2698,0.4553,0.3248,0.3959,0.4125,0.4042,0.4925,0.5907,0.5416,0.6572,0.4839,0.5705
24.5,0.3098,0.463,0.3263,0.4015,0.4163,0.4089,0.4992,0.5839,0.5416,0.6778,0.5136,0.5957
24.6,0.3457,0.4684,0.3277,0.4051,0.4169,0.411,0.505,0.5783,0.5416,0.7028,0.5473,0.625
24.7,0.3772,0.4712,0.3295,0.4064,0.4144,0.4104,0.5099,0.5742,0.5421,0.7305,0.583,0.6567
24.8,0.4035,0.4716,0.3331,0.4053,0.4097,0.4075,0.5143,0.572,0.5432,0.7595,0.6184,0.6889
24.9,0.4232,0.4696,0.3399,0.4017,0.4037,0.4027,0.5182,0.5718,0.545,0.7882,0.6514,0.7198
25,0.436,0.4656,0.3506,0.3959,0.3967,0.3963,0.5215,0.5733,0.5474,0.8152,0.6806,0.7479
25.1,0.4415,0.46,0.3649,0.3883,0.3888,0.3885,0.5238,0.5764,0.5501,0.8388,0.7039,0.7714
25.2,0.4395,0.453,0.3819,0.3788,0.3796,0.3792,0.5253,0.5808,0.553,0.8575,0.7204,0.7889
25.3,0.4296,0.4448,0.4013,0.3678,0.3687,0.3683,0.526,0.5862,0.5561,0.8706,0.7295,0.8
25.4,0.4119,0.4358,0.4235,0.3557,0.3565,0.3561,0.5266,0.5925,0.5595,0.878,0.7321,0.8051
25.5,0.3864,0.4268,0.4491,0.3433,0.3438,0.3436,0.5273,0.5996,0.5635,0.8805,0.7296,0.8051
25.6,0.3533,0.4185,0.4781,0.3314,0.3319,0.3317,0.5285,0.6073,0.5679,0.8789,0.723,0.8009
25.7,0.3128,0.4113,0.5095,0.3206,0.322,0.3213,0.5295,0.6152,0.5724,0.8735,0.713,0.7933
25.8,0.2657,0.4058,0.5419,0.3112,0.3146,0.3129,0.5298,0.6234,0.5766,0.8649,0.7011,0.783
25.9,0.2133,0.4026,0.5751,0.3038,0.3108,0.3073,0.529,0.6319,0.5804,0.8538,0.6888,0.7713
26,0.1565,0.4028,0.6096,0.299,0.3117,0.3054,0.5272,0.6411,0.5842,0.8414,0.6784,0.7599
26.1,0.0965,0.4071,0.6454,0.2972,0.3185,0.3079,0.5252,0.6509,0.5881,0.829,0.6715,0.7503
26.2,0.0344,0.4152,0.6821,0.2982,0.3315,0.3149,0.5233,0.6608,0.592,0.8174,0.6692,0.7433
26.3,-0.0289,0.4266,0.7187,0.302,0.3502,0.3261,0.5211,0.6703,0.5957,0.8074,0.6723,0.7398
26.4,-0.0931,0.4403,0.7545,0.3081,0.3737,0.3409,0.5185,0.6794,0.599,0.7992,0.6812,0.7402
26.5,-0.1578,0.4558,0.789,0.3163,0.401,0.3587,0.5153,0.6885,0.6019,0.793,0.6954,0.7442
26.6,-0.2216,0.4722,0.8216,0.3262,0.431,0.3786,0.5113,0.6976,0.6045,0.7887,0.7135,0.7511
26.7,-0.2826,0.4886,0.851,0.337,0.4626,0.3998,0.5064,0.7061,0.6062,0.7853,0.7336,0.7594
26.8,-0.3392,0.504,0.8757,0.3478,0.4944,0.4211,0.5002,0.7134,0.6068,0.7816,0.7541,0.7679
26.9,-0.3905,0.5181,0.8947,0.3583,0.5255,0.4419,0.4934,0.7196,0.6065,0.7767,0.7738,0.7753
27,-0.4357,0.531,0.9081,0.368,0.5553,0.4616,0.4871,0.7256,0.6063,0.7704,0.7911,0.7807
27.1,-0.4744,0.5429,0.9164,0.3767,0.5836,0.4801,0.4826,0.7326,0.6076,0.7627,0.8048,0.7838
27.2,-0.5068,0.5537,0.9192,0.3841,0.6104,0.4972,0.4813,0.7411,0.6112,0.7544,0.8141,0.7843
27.3,-0.5338,0.5632,0.9163,0.3901,0.6352,0.5126,0.4838,0.7514,0.6176,0.7456,0.8187,0.7821
27.4,-0.5561,0.5713,0.9073,0.3945,0.6577,0.5261,0.4904,0.7634,0.6269,0.7368,0.8188,0.7778
27.5,-0.5741,0.5779,0.8933,0.398,0.6772,0.5376,0.501,0.7775,0.6393,0.7288,0.8146,0.7717
27.6,-0.587,0.583,0.8756,0.4008,0.6931,0.5469,0.5155,0.7932,0.6544,0.7226,0.807,0.7648
27.7,-0.5937,0.5862,0.8558,0.4031,0.7047,0.5539,0.5335,0.8098,0.6716,0.7192,0.7968,0.758
27.8,-0.5925,0.587,0.8347,0.4046,0.7111,0.5579,0.5548,0.8255,0.6901,0.7189,0.7852,0.7521
27.9,-0.5823,0.585,0.8127,0.405,0.7114,0.5582,0.579,0.8387,0.7088,0.7222,0.7726,0.7474
28,-0.5622,0.5796,0.7905,0.4036,0.705,0.5543,0.605,0.8486,0.7268,0.7289,0.7586,0.7437
28.1,-0.5324,0.5707,0.769,0.4,0.6928,0.5464,0.6318,0.8552,0.7435,0.7384,0.7428,0.7406
28.2,-0.4935,0.5588,0.7494,0.3945,0.6761,0.5353,0.6585,0.8588,0.7586,0.7503,0.7257,0.738
28.3,-0.4467,0.545,0.7322,0.3879,0.6571,0.5225,0.6841,0.8598,0.7719,0.7642,0.7085,0.7363
28.4,-0.3928,0.5307,0.7179,0.3816,0.6372,0.5094,0.7076,0.8585,0.7831,0.7794,0.6926,0.736
28.5,-0.3334,0.5167,0.7067,0.3766,0.6173,0.4969,0.7278,0.8557,0.7918,0.7956,0.6787,0.7371
28.6,-0.2705,0.5034,0.6996,0.3732,0.5983,0.4857,0.7437,0.8523,0.798,0.8123,0.6671,0.7397
28.7,-0.2064,0.4911,0.6975,0.3713,0.581,0.4761,0.7548,0.8495,0.8021,0.8291,0.6583,0.7437
28.8,-0.1428,0.4798,0.7005,0.3706,0.5666,0.4686,0.7613,0.8477,0.8045,0.8458,0.6528,0.7493
28.9,-0.0816,0.4699,0.7078,0.3709,0.5559,0.4634,0.7636,0.8467,0.8051,0.8616,0.6506,0.7561
29,-0.0253,0.4614,0.7175,0.3716,0.5487,0.4602,0.7614,0.8451,0.8032,0.8754,0.6512,0.7633
29.1,0.0242,0.4538,0.728,0.3716,0.5445,0.458,0.7537,0.8411,0.7974,0.8864,0.6539,0.7701
29.2,0.0655,0.4468,0.7379,0.37,0.5425,0.4562,0.7391,0.8338,0.7865,0.8942,0.6587,0.7764
29.3,0.0991,0.4404,0.747,0.3665,0.5424,0.4544,0.7179,0.8231,0.7705,0.8993,0.6655,0.7824
29.4,0.1258,0.4345,0.7547,0.3614,0.5437,0.4525,0.6914,0.8088,0.7501,0.9027,0.6737,0.7882
29.5,0.1476,0.429,0.76,0.3551,0.5458,0.4504,0.6613,0.7907,0.726,0.9044,0.682,0.7932
29.6,0.1665,0.4227,0.7614,0.3476,0.5477,0.4477,0.6282,0.7682,0.6982,0.9035,0.6878,0.7956
29.7,0.1831,0.4148,0.7579,0.3384,0.5486,0.4435,0.5917,0.7407,0.6662,0.8986,0.6891,0.7938
29.8,0.1971,0.4043,0.7489,0.3267,0.5481,0.4374,0.5515,0.7084,0.63,0.889,0.6847,0.7868
29.9,0.2077,0.3913,0.7348,0.3121,0.5467,0.4294,0.5083,0.6725,0.5904,0.875,0.6749,0.7749
